instance family sat vbs lad supplementallad vf2 glasgow1 glasgow2 glasgow3 glasgow4
g45-g91 11 0 004 004 009 1e8 29 117 275 749
g45-g92 11 0 005 005 010 1e8 36 137 293 731
g45-g94 11 0 007 007 009 19804 42 75 148 431
g45-g95 11 0 003 003 007 10395 36 77 124 281
g45-g96 11 0 001 001 003 11760 36 77 125 278
g45-g97 11 0 003 003 005 11669 36 77 125 278
g45-g98 11 0 004 004 006 20424 39 79 131 305
g45-g99 11 0 003 003 009 20497 36 79 131 303
g46-g100 11 0 001 003 001 43 37 79 123 230
g46-g101 11 0 005 009 005 42 44 101 193 518
g46-g102 11 0 009 009 012 48 44 105 245 905
g46-g103 11 0 010 010 023 64 75 120 436 2430
g46-g104 11 0 015 015 015 375 96 212 371 816
g46-g105 11 0 014 014 014 334 99 214 375 823
g46-g106 11 0 022 022 041 1e8 428 423 823 2396
g46-g107 11 0 011 011 025 561295 188 405 715 1656
g46-g108 11 0 019 019 038 8982249 214 472 830 1909
g46-g109 11 0 020 024 020 214 225 508 911 1949
g46-g110 11 0 055 3861 055 633 1090 2026 2701 20948
g46-g111 11 0 030 030 043 1e8 406 660 1820 2877
g46-g112 11 0 026 026 041 562 520 894 1808 4686
g46-g51 11 0 000 000 000 1e8 1 6 15 162
g46-g52 11 0 000 000 000 1 1 3 10 72
g46-g53 11 0 000 000 002 1 1 4 15 94
g46-g54 11 0 000 000 000 1 1 5 17 104
g46-g55 11 0 000 001 000 1 1 6 17 95
g46-g56 11 0 000 001 000 2 2 6 18 109
g46-g57 11 0 000 000 001 1 2 6 10 73
g46-g61 11 0 001 001 001 1 2 6 14 84
g46-g62 11 0 000 000 001 2 4 8 24 151
g46-g63 11 0 21 030 057 1e8 24 21 59 385
g46-g64 11 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g46-g65 11 0 000 000 001 4 3 11 52 239
g46-g67 11 0 001 001 001 3 3 8 19 97
g46-g68 11 0 1555 333155 44407 1e8 45178 1555 2388 7034
g46-g69 11 0 001 001 001 4 3 10 32 155
g46-g70 11 0 000 000 000 3 3 8 17 83
g46-g71 11 0 000 000 001 4 3 9 24 108
g46-g72 11 0 000 000 000 2 6 9 19 89
g46-g74 11 0 002 003 002 4 7 17 39 547
g46-g75 11 0 006 779 006 17 54 353 628 33014
g46-g76 11 0 087 3907 087 122 223 570 16637 2739761
g46-g77 11 0 177 6379 177 449 464 765 112137 41111078
g46-g78 11 0 002 002 006 7 8 18 59 354
g46-g79 11 0 000 000 001 5 7 16 38 165
g46-g80 11 0 001 001 001 5 13 18 31 164
g46-g81 11 0 002 002 008 19 11 34 163 726
g46-g83 11 0 001 001 005 10 19 30 79 395
g46-g84 11 0 135 9027 135 182 435 654 23673 2759558
g46-g85 11 0 002 002 003 10 11 26 43 119
g46-g87 11 0 002 002 002 14 18 31 78 347
g46-g88 11 0 003 004 003 14 12 32 82 363
g46-g89 11 0 001 001 001 10 12 27 48 133
g46-g90 11 0 002 004 002 18 20 47 106 357
g46-g91 11 0 002 002 005 32 20 49 119 396
g46-g92 11 0 002 002 007 30 25 58 127 382
g46-g94 11 0 004 004 005 48 32 74 146 392
g46-g95 11 0 004 004 006 46 36 77 122 232
g46-g96 11 0 002 005 002 48 36 77 123 237
g46-g97 11 0 002 002 005 48 36 77 123 238
g46-g98 11 0 005 005 005 75 60 79 130 262
g46-g99 11 0 003 004 003 56 36 79 130 262
g47-g100 11 0 004 004 007 25 39 79 123 233
g47-g101 11 0 007 007 011 41 44 101 193 516
g47-g102 11 0 008 008 017 48 44 105 243 910
g47-g103 11 0 010 010 022 58 45 120 438 2420
g47-g104 11 0 010 010 014 407 96 212 372 815
g47-g105 11 0 007 015 007 331 97 215 381 827
g47-g106 11 0 018 018 024 1e8 252 423 821 2397
g47-g107 11 0 017 017 023 561509 263 405 715 1656
g47-g108 11 0 025 025 026 8972642 214 471 832 1901
g47-g109 11 0 021 021 033 220 224 508 909 1947
g47-g110 11 0 051 195 051 792 1092 2013 2696 21023
g47-g111 11 0 023 023 035 1e8 406 660 1177 2878
g47-g112 11 0 035 035 035 558 394 894 1811 4682
g47-g51 11 0 000 000 001 1e8 1 6 15 117
g47-g52 11 0 0 000 000 1 0 3 10 72
g47-g53 11 0 000 001 000 1 1 6 15 91
g47-g54 11 0 000 000 001 2 2 5 17 106
g47-g55 11 0 000 000 001 1 1 5 17 95
g47-g56 11 0 000 000 000 1 1 6 18 110
g47-g57 11 0 000 000 000 1 1 4 10 73
g47-g61 11 0 000 000 000 2 1 5 14 84
g47-g62 11 0 001 001 002 2 3 8 24 157
g47-g63 11 0 012 012 015 1e8 17 21 60 385
g47-g64 11 0 24 071 077 1e8 24 319 1623 52698
g47-g65 11 0 001 001 001 4 3 11 51 238
g47-g67 11 0 000 000 002 2 3 8 19 98
g47-g68 11 0 14 031 034 1e8 14 178 633 4940
g47-g69 11 0 000 000 001 4 3 11 24 105
g47-g70 11 0 000 001 000 4 3 8 17 83
g47-g71 11 0 001 002 001 5 4 10 25 113
g47-g72 11 0 000 000 002 2 4 9 18 90
g47-g74 11 0 001 005 001 4 7 17 39 375
g47-g75 11 0 010 068 010 28 22 235 623 32855
g47-g76 11 0 51 226 088 127 51 557 16607 2736393
g47-g77 11 0 23 431 203 406 23 757 111835 41098455
g47-g78 11 0 002 003 002 7 8 18 59 352
g47-g79 11 0 001 001 002 6 11 17 59 156
g47-g80 11 0 000 000 001 5 13 19 31 121
g47-g81 11 0 002 002 004 20 11 34 163 723
g47-g83 11 0 003 003 004 10 19 32 80 525
g47-g84 11 0 41 221 080 181 41 644 23628 2760282
g47-g85 11 0 002 002 004 10 11 25 43 119
g47-g87 11 0 003 003 003 14 21 51 120 507
g47-g88 11 0 003 004 003 14 12 32 82 363
g47-g89 11 0 003 003 003 16 17 27 48 137
g47-g90 11 0 005 005 007 27 33 47 106 361
g47-g91 11 0 002 003 002 32 20 50 119 395
g47-g92 11 0 004 004 004 30 25 59 127 381
g47-g94 11 0 006 006 008 32 35 74 145 390
g47-g95 11 0 001 001 006 46 36 104 211 239
g47-g96 11 0 002 002 005 47 63 77 124 422
g47-g97 11 0 000 000 003 48 37 78 124 237
g47-g98 11 0 003 003 007 74 41 79 130 266
g47-g99 11 0 007 008 007 55 36 137 130 263
g48-g100 11 0 001 003 001 25 37 79 124 247
g48-g101 11 0 006 007 006 41 52 101 324 540
g48-g102 11 0 007 007 013 48 45 105 244 931
g48-g103 11 0 007 007 023 58 45 197 435 2508
g48-g104 11 0 008 008 013 212 162 212 377 1361
g48-g105 11 0 015 015 018 217 98 215 376 846
g48-g106 11 0 018 018 025 16249365 301 420 821 2791
g48-g107 11 0 017 017 021 18081 185 687 716 1667
g48-g108 11 0 022 024 022 162064 213 469 829 1921
g48-g109 11 0 017 028 017 217 225 507 911 1985
g48-g110 11 0 067 1887 067 628 742 1431 2653 20945
g48-g111 11 0 033 033 045 17597380 452 658 1176 3144
g48-g112 11 0 028 028 032 561 644 897 1810 6847
g48-g51 11 0 001 001 001 71307408 1 4 14 132
g48-g52 11 0 000 000 000 1 1 4 11 88
g48-g53 11 0 000 000 000 1 1 4 15 111
g48-g54 11 0 000 000 000 2 2 5 18 123
g48-g55 11 0 000 000 001 1 2 5 18 129
g48-g56 11 0 000 001 000 2 2 8 19 128
g48-g57 11 0 000 000 000 1 1 4 11 91
g48-g61 11 0 000 001 000 2 3 6 14 157
g48-g62 11 0 001 001 001 2 2 9 25 168
g48-g63 11 0 003 003 005 1e8 9 18 57 399
g48-g64 11 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g48-g65 11 0 001 001 001 4 3 11 52 256
g48-g67 11 0 001 001 002 2 3 8 20 172
g48-g68 11 0 1600 288147 34890 1e8 19591 1600 2420 7102
g48-g69 11 0 001 002 001 4 5 9 25 184
g48-g70 11 0 000 000 001 4 5 8 18 160
g48-g71 11 0 000 000 002 4 3 10 26 124
g48-g72 11 0 000 000 000 2 5 9 19 110
g48-g74 11 0 001 003 001 4 7 17 39 393
g48-g75 11 0 005 727 005 17 45 492 631 32892
g48-g76 11 0 050 2958 050 120 184 607 16776 2735968
g48-g77 11 0 178 5549 178 407 366 791 111877 41036911
g48-g78 11 0 002 002 002 10 8 18 61 531
g48-g79 11 0 001 002 001 7 11 17 40 264
g48-g80 11 0 001 002 001 5 8 18 32 125
g48-g81 11 0 004 004 005 25 12 34 164 746
g48-g83 11 0 004 004 004 10 18 30 80 386
g48-g84 11 0 081 10030 081 180 356 693 23698 2757725
g48-g85 11 0 001 001 002 10 11 39 44 136
g48-g87 11 0 002 003 002 13 12 32 80 354
g48-g88 11 0 003 004 003 14 20 32 83 413
g48-g89 11 0 000 000 004 12 21 27 49 252
g48-g90 11 0 002 002 006 18 20 48 107 374
g48-g91 11 0 003 003 005 23 20 49 120 414
g48-g92 11 0 003 003 006 29 37 59 128 415
g48-g94 11 0 004 004 008 36 32 74 146 408
g48-g95 11 0 003 003 005 46 36 77 123 250
g48-g96 11 0 002 002 003 65 36 78 124 255
g48-g97 11 0 001 001 004 48 36 78 124 396
g48-g98 11 0 003 003 008 55 63 80 131 492
g48-g99 11 0 006 007 006 56 36 79 131 280
g49-g100 11 0 002 005 002 26 37 78 124 256
g49-g101 11 0 008 008 009 41 50 113 209 652
g49-g102 11 0 009 012 009 50 44 105 243 937
g49-g103 11 0 012 012 016 58 45 119 437 2444
g49-g104 11 0 014 014 017 205 130 212 373 847
g49-g105 11 0 011 011 016 210 228 215 377 1062
g49-g106 11 0 020 020 042 487 1456 421 824 3684
g49-g107 11 0 012 012 021 415 317 409 716 1667
g49-g108 11 0 011 011 035 662 446 471 834 1933
g49-g109 11 0 026 026 035 220 226 507 910 1981
g49-g110 11 0 052 990 052 613 1760 6761 2537 20820
g49-g111 11 0 030 033 030 752 1279 657 1175 2907
g49-g112 11 0 028 028 033 548 394 894 1812 4721
g49-g51 11 0 000 000 000 169269 1 4 16 144
g49-g52 11 0 000 000 000 1 1 4 11 141
g49-g53 11 0 000 000 000 1 1 3 15 116
g49-g54 11 0 000 001 000 1 1 5 18 132
g49-g55 11 0 000 000 001 1 1 7 26 125
g49-g56 11 0 001 001 001 2 2 5 19 138
g49-g57 11 0 000 000 000 1 2 5 11 113
g49-g61 11 0 000 001 000 2 2 5 14 112
g49-g62 11 0 000 000 003 3 2 8 25 179
g49-g63 11 0 002 023 002 46 21 34 70 612
g49-g64 11 0 49329 471038 633835 1e8 49329 58458 75501 139338
g49-g65 11 0 002 002 002 5 3 11 53 266
g49-g67 11 0 001 001 001 2 3 7 20 125
g49-g68 11 0 008 1724 008 1e8 108 228 574 4843
g49-g69 11 0 000 000 000 4 3 9 24 133
g49-g70 11 0 001 001 001 4 3 7 18 111
g49-g71 11 0 001 001 003 5 3 15 34 138
g49-g72 11 0 000 000 001 3 6 10 20 180
g49-g74 11 0 001 023 001 5 4 15 39 402
g49-g75 11 0 007 1224 007 27 53 163 592 32834
g49-g76 11 0 082 3041 082 126 188 405 16528 2736852
g49-g77 11 0 182 4420 182 410 362 673 112223 41070837
g49-g78 11 0 003 003 004 5 32 43 62 382
g49-g79 11 0 001 001 001 5 6 27 54 183
g49-g80 11 0 001 001 003 5 8 17 32 146
g49-g81 11 0 001 001 004 20 19 34 164 1105
g49-g83 11 0 001 001 003 10 11 29 80 389
g49-g84 11 0 090 7951 090 180 363 503 23504 2759007
g49-g85 11 0 001 001 002 10 11 24 43 146
g49-g87 11 0 003 003 003 13 21 32 86 364
g49-g88 11 0 002 002 002 13 21 32 84 389
g49-g89 11 0 001 001 003 16 12 26 49 160
g49-g90 11 0 004 004 006 18 35 47 107 546
g49-g91 11 0 002 003 002 21 35 48 119 639
g49-g92 11 0 003 004 003 29 37 58 128 407
g49-g94 11 0 005 006 005 32 32 74 146 417
g49-g95 11 0 002 002 004 45 36 96 123 276
g49-g96 11 0 003 003 006 48 36 77 124 264
g49-g97 11 0 004 008 004 51 36 77 125 264
g49-g98 11 0 004 007 004 55 36 78 131 289
g49-g99 11 0 005 005 008 76 36 140 130 288
g5-g100 11 0 002 002 002 25 58 73 113 291
g5-g101 11 0 004 004 009 41 41 95 181 430
g5-g102 11 0 013 013 018 72 42 100 231 818
g5-g103 11 0 022 1801 022 70 110 134 443 2344
g5-g104 11 1 056 104 056 757 256 904 1414 2468
g5-g105 11 1 050 084 050 207 261 920 1428 3583
g5-g106 11 1 219 413 219 6754 5924 7964 10004 14751
g5-g107 11 1 201 206 201 2524 1622 2786 3426 5420
g5-g108 11 1 164 247 164 499 2757 3189 4504 10753
g5-g109 11 0 025 025 025 228 218 499 894 1839
g5-g110 11 0 043 6397 043 632 453 1173 2380 20534
g5-g111 11 1 388 429 388 8087 6237 9249 11676 17217
g5-g112 11 0 091 451 091 652 2496 5360 11314 20722
g5-g51 11 1 0 003 001 0 0 3 11 59
g5-g52 11 0 0 000 000 0 2 3 3 12
g5-g53 11 0 034 036 034 2316 376 110 129 311
g5-g54 11 0 000 009 000 2 2 9 10 52
g5-g55 11 0 000 008 000 1 2 11 10 26
g5-g56 11 0 001 017 001 1 3 6 10 41
g5-g57 11 0 0 000 000 0 1 2 4 3
g5-g61 11 0 0 001 000 0 1 2 6 13
g5-g62 11 0 000 005 000 2 3 25 17 80
g5-g63 11 1 3 026 019 9 3 11 46 329
g5-g64 11 1 4 046 070 8 4 34 922 59205
g5-g65 11 0 001 084 001 7 6 16 86 318
g5-g67 11 0 000 000 001 1 2 5 11 29
g5-g68 11 1 4 063 029 5 4 19 179 4119
g5-g69 11 1 003 003 005 4 9 16 37 81
g5-g70 11 0 000 000 000 4 4 5 9 16
g5-g71 11 1 003 005 003 3 3 12 28 62
g5-g72 11 0 001 001 001 24 7 14 25 64
g5-g74 11 0 000 009 000 4 8 19 27 315
g5-g75 11 0 008 062 008 14 18 42 518 49869
g5-g76 11 0 28 214 048 109 28 160 16383 2742707
g5-g77 11 0 91 748 178 377 91 542 111892 41140797
g5-g78 11 0 002 121 002 6 14 28 52 279
g5-g79 11 0 002 054 002 5 10 56 31 81
g5-g80 11 0 000 000 002 5 7 14 22 30
g5-g81 11 0 003 344 003 34 24 99 264 808
g5-g83 11 0 004 311 004 14 25 29 74 309
g5-g84 11 0 50 678 082 159 50 276 23334 2757443
g5-g85 11 0 001 002 001 10 11 22 35 50
g5-g87 11 0 001 174 001 13 35 93 76 271
g5-g88 11 0 005 129 005 14 32 96 76 294
g5-g89 11 0 001 001 004 9 10 40 50 63
g5-g90 11 0 003 004 003 17 18 43 96 285
g5-g91 11 0 018 055 018 47 86 259 529 1247
g5-g92 11 0 017 055 017 91 170 308 580 1265
g5-g94 11 0 005 005 008 30 50 70 136 478
g5-g95 11 0 005 005 006 48 57 121 198 282
g5-g96 11 0 004 007 004 93 99 170 287 747
g5-g97 11 0 007 008 007 1111 110 146 222 296
g5-g98 11 0 006 009 006 323 90 233 311 471
g5-g99 11 0 007 008 007 361 96 233 310 488
g50-g100 11 0 007 007 009 27 48 81 267 10292
g50-g101 11 0 006 006 016 44 58 103 345 11026
g50-g102 11 0 010 010 015 50 73 108 395 13542
g50-g103 11 0 009 009 019 60 45 122 587 12930
g50-g104 11 0 006 006 018 210 149 215 523 11370
g50-g105 11 0 006 006 030 211 99 230 553 11395
g50-g106 11 0 015 015 029 464 183 417 979 13800
g50-g107 11 0 014 014 022 412 301 406 879 13431
g50-g108 11 0 017 017 031 649 213 471 993 13430
g50-g109 11 0 027 027 035 217 366 509 1076 13398
g50-g110 11 0 032 032 075 592 371 715 2557 32160
g50-g111 11 0 026 026 040 728 296 655 1336 14298
g50-g112 11 0 042 042 060 550 397 897 1975 16197
g50-g51 11 0 001 001 006 2 1 6 158 10244
g50-g52 11 0 1 002 006 2 1 6 156 9784
g50-g53 11 0 001 001 004 2 2 7 159 9936
g50-g54 11 0 1 002 006 3 1 8 178 11550
g50-g55 11 0 001 001 004 3 2 8 178 11554
g50-g56 11 0 000 000 003 2 1 8 178 11554
g50-g57 11 0 000 000 003 2 1 6 171 11519
g50-g61 11 0 002 002 004 3 3 8 162 11329
g50-g62 11 0 000 000 006 3 4 11 171 11361
g50-g63 11 0 003 003 006 4 3 14 219 11088
g50-g64 11 0 46 210 084 1e8 46 194 1567 63367
g50-g65 11 0 002 002 006 5 3 14 219 10955
g50-g67 11 0 002 002 004 3 3 17 198 12863
g50-g68 11 0 002 002 012 5 4 23 357 14879
g50-g69 11 0 002 002 007 5 3 12 197 10844
g50-g70 11 0 000 000 006 6 6 11 191 10774
g50-g71 11 0 002 002 005 5 5 12 196 10796
g50-g72 11 0 002 002 005 3 4 12 195 11891
g50-g74 11 0 002 002 003 6 4 17 212 12183
g50-g75 11 0 005 005 011 34 25 139 739 44607
g50-g76 11 0 092 6375 092 182 204 635 16816 2752289
g50-g77 11 0 202 13467 202 570 393 873 112154 39882095
g50-g78 11 0 003 003 008 6 5 20 235 12167
g50-g79 11 0 001 001 004 10 11 19 214 12040
g50-g80 11 0 002 002 008 6 8 21 209 11930
g50-g81 11 0 006 006 008 21 11 37 339 12524
g50-g83 11 0 004 004 008 12 11 52 224 10305
g50-g84 11 0 090 27678 090 298 409 846 23988 2770923
g50-g85 11 0 001 001 008 17 19 28 186 10997
g50-g87 11 0 002 002 009 14 20 33 220 16849
g50-g88 11 0 001 001 010 14 12 55 225 10306
g50-g89 11 0 002 002 007 18 20 30 191 10046
g50-g90 11 0 002 002 009 18 33 50 246 10411
g50-g91 11 0 003 003 010 24 20 71 273 10348
g50-g92 11 0 001 001 009 29 25 61 270 10603
g50-g94 11 0 005 005 009 33 32 77 290 10450
g50-g95 11 0 005 005 009 47 60 80 266 10419
g50-g96 11 0 002 002 007 50 61 80 270 16512
g50-g97 11 0 003 003 009 50 36 80 268 10299
g50-g98 11 0 004 004 008 59 54 81 274 10331
g50-g99 11 0 003 003 015 57 36 97 290 10325
g6-g100 11 0 002 002 003 32 34 74 113 154
g6-g101 11 0 006 006 008 50 51 97 183 429
g6-g102 11 0 006 006 019 183 42 104 235 824
g6-g103 11 0 014 20771 014 261 802 123 435 2348
g6-g104 11 0 1060 1486 2396 1e8 380807 1060 1614 2739
g6-g105 11 0 1071 1505 2042 1e8 371984 1071 1632 2767
g6-g106 11 0 3906 18129 26349 1e8 9868214 3906 5814 9744
g6-g107 11 0 1975 5873 14157 1e8 836187 1975 3874 7197
g6-g108 11 0 3743 9585 11452 1e8 9179856 3743 5198 8229
g6-g109 11 0 021 022 021 414 219 867 998 1843
g6-g110 11 0 047 14648 047 12427 6483 750 2413 20626
g6-g111 11 0 4754 22826 47534 1e8 9805460 4754 7264 11776
g6-g112 11 0 464 464 467 3185413 695 2649 8464 16377
g6-g51 11 1 0 003 004 0 0 3 14 62
g6-g52 11 0 000 002 000 6 1 2 6 14
g6-g53 11 0 7 070 106 220666 262 7 18 35
g6-g54 11 0 000 021 000 33 7 7 18 47
g6-g55 11 0 000 029 000 18 4 5 11 34
g6-g56 11 0 000 023 000 41 7 7 19 53
g6-g57 11 0 0 000 000 0 0 1 2 4
g6-g61 11 0 000 000 000 463 2 5 11 22
g6-g62 11 0 001 016 001 78 3 17 42 122
g6-g63 11 1 2 069 070 29131 2 11 48 322
g6-g64 11 1 3 081 134 6 3 35 894 51174
g6-g65 11 0 001 7337 001 340 25 11 48 179
g6-g67 11 0 000 001 000 4 2 5 12 30
g6-g68 11 1 3 140 066 3 3 20 182 4135
g6-g69 11 0 2 007 007 2034 2 13 28 42
g6-g70 11 0 000 001 000 9 13 43 9 26
g6-g71 11 0 3 008 005 2851 3 8 18 44
g6-g72 11 0 002 002 002 1579 5 11 18 27
g6-g74 11 0 001 023 001 180 38 12 30 299
g6-g75 11 0 007 256 007 11104 5349 44 547 32713
g6-g76 11 0 052 3137 052 292527 261704 163 16448 2732681
g6-g77 11 0 248 4004 248 1979478 2722997 549 111579 41069036
g6-g78 11 0 001 203 001 355 99 31 88 346
g6-g79 11 0 002 039 002 43 17 15 56 143
g6-g80 11 0 000 000 000 8 16 15 23 30
g6-g81 11 0 010 57236 010 541 93 35 161 658
g6-g83 11 0 005 1584 005 366 87 31 78 302
g6-g84 11 0 082 15100 082 415687 7981 279 23281 2761216
g6-g85 11 0 001 001 002 12 10 23 34 50
g6-g87 11 0 003 291 003 243 32 54 127 399
g6-g88 11 0 005 251 005 238 49 57 134 416
g6-g89 11 0 001 001 003 15 17 24 39 70
g6-g90 11 0 003 004 003 211 18 46 100 290
g6-g91 11 0 028 051 028 753554 47 181 510 1238
g6-g92 11 0 34 038 066 332428 34 215 557 1233
g6-g94 11 0 005 009 005 150 30 122 236 536
g6-g95 11 0 006 010 006 1306 70 220 286 410
g6-g96 11 0 007 007 009 1730 70 321 377 552
g6-g97 11 0 006 006 009 6524 70 371 900 1182
g6-g98 11 0 017 019 017 11579 136 383 585 912
g6-g99 11 0 018 018 034 11929 104 384 585 902
g7-g100 11 0 003 003 004 25 34 74 113 156
g7-g101 11 0 005 005 011 41 41 108 197 428
g7-g102 11 0 008 008 012 62 41 100 232 821
g7-g103 11 0 129 18821 23086 285 689 129 439 2359
g7-g104 11 0 040 052 040 481 159 480 868 1556
g7-g105 11 0 030 030 060 482 160 487 880 1566
g7-g106 11 0 180 180 281 5363 579 1715 3356 6845
g7-g107 11 0 067 067 086 897 376 1163 2126 3843
g7-g108 11 0 094 094 107 4832 438 1357 2480 4501
g7-g109 11 0 017 017 030 212 218 498 894 1837
g7-g110 11 0 972 7522 10101 1420 972 3387 9065 35871
g7-g111 11 0 276 333 276 6410 926 2719 5056 9259
g7-g112 11 0 032 032 052 787 386 882 1790 4564
g7-g51 11 0 0 000 000 1e8 0 1 7 55
g7-g52 11 0 0 000 000 0 0 1 3 15
g7-g53 11 0 001 001 002 4 1 3 11 36
g7-g54 11 0 1 002 003 5 1 3 10 37
g7-g55 11 0 0 000 000 2 0 4 14 27
g7-g56 11 0 001 002 001 6 1 5 15 49
g7-g57 11 0 0 000 000 0 1 2 4 8
g7-g61 11 0 000 000 000 1 1 3 6 15
g7-g62 11 0 000 000 002 7180 2 6 16 82
g7-g63 11 0 71 337 475 221341 71 78 206 568
g7-g64 11 1 6 151 198 6 64 122 1014 51293
g7-g65 11 0 12 1151 955 32 28 12 48 177
g7-g67 11 0 000 000 001 1 2 5 11 31
g7-g68 11 0 357 2897 3223 1e8 357 457 702 4737
g7-g69 11 0 000 000 000 3 2 6 15 38
g7-g70 11 0 000 000 001 4 2 5 9 17
g7-g71 11 0 000 000 001 4 4 11 25 42
g7-g72 11 0 000 000 000 2 4 7 10 16
g7-g74 11 0 175 175 336 1e8 2374353 2701697 3286067 3430855
g7-g75 11 1 17 094 116 1e8 17 64 605 32785
g7-g76 11 1 12 361 814 1e8 12 170 16637 2735642
g7-g77 11 1 9 755 1039 79 9 550 112434 41079925
g7-g78 11 0 13 068 084 42 13 40 117 396
g7-g79 11 0 003 005 003 10 13 23 46 83
g7-g80 11 0 000 001 000 4 7 14 22 32
g7-g81 11 0 37 3802 5345 101 118 37 161 655
g7-g83 11 0 36 3281 4203 65 168 36 83 304
g7-g84 11 X 100000000 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g7-g85 11 0 001 001 003 9 9 21 34 51
g7-g87 11 0 005 005 011 19 24 31 89 269
g7-g88 11 0 007 012 007 26 14 29 74 294
g7-g89 11 0 001 001 003 11 11 23 39 67
g7-g90 11 0 002 002 002 16 28 43 97 287
g7-g91 11 0 004 004 004 21 18 50 110 326
g7-g92 11 0 001 001 005 29 22 54 118 308
g7-g94 11 0 004 004 011 30 49 69 136 478
g7-g95 11 0 002 004 002 44 34 91 130 159
g7-g96 11 0 001 001 003 47 33 73 114 164
g7-g97 11 0 002 004 002 47 33 73 114 164
g7-g98 11 0 002 003 002 55 34 74 120 188
g7-g99 11 0 003 003 006 56 34 74 120 188
g8-g100 11 0 002 004 002 25 34 74 114 155
g8-g101 11 0 006 006 009 41 43 102 311 437
g8-g102 11 0 010 2463 010 152 97 118 250 841
g8-g103 11 0 023 2618 023 253 111 146 456 2357
g8-g104 11 0 746 6327 6953 1e8 111889 746 1336 1861
g8-g105 11 0 752 6414 6270 1e8 111793 752 1350 1876
g8-g106 11 0 5622 70460 130265 1e8 2925618 5622 7808 12927
g8-g107 11 0 1750 24174 57746 1e8 305582 1750 3480 5888
g8-g108 11 0 4589 29935 57135 1e8 2566647 4589 6732 14738
g8-g109 11 0 018 018 030 213 222 506 905 1855
g8-g110 11 0 068 15469 068 253147 886 773 2426 20747
g8-g111 11 0 6301 86299 158281 1e8 2925167 6301 8977 15024
g8-g112 11 0 430 610 430 2588 536 1477 5202 10659
g8-g51 11 1 015 015 015 1e8 357 219 246 417
g8-g52 11 0 0 002 000 13 0 3 6 14
g8-g53 11 0 6 349 548 882397 744 6 13 62
g8-g54 11 0 000 041 000 249 2 8 19 58
g8-g55 11 0 000 053 000 14 1 5 12 29
g8-g56 11 0 000 028 000 534 2 9 21 54
g8-g57 11 0 0 000 000 0 1 3 4 5
g8-g61 11 0 000 000 001 1 2 3 7 14
g8-g62 11 0 000 024 000 1602 5 13 30 108
g8-g63 11 0 16600 22968 22484 1e8 20231 16600 19979 24247
g8-g64 11 1 5 269 203 1026809 5 37 903 52048
g8-g65 11 0 001 130 001 47 16 21 52 260
g8-g67 11 0 000 000 001 2 2 7 14 32
g8-g68 11 0 3453637 47742739 96014360 1e8 3453637 7625414 8987941 10950987
g8-g69 11 0 6 095 069 17 6 10 24 55
g8-g70 11 0 000 000 000 3 6 25 18 16
g8-g71 11 0 4 079 040 44 4 12 26 58
g8-g72 11 0 001 001 002 581 4 10 18 29
g8-g74 11 0 000 011 000 40022 4 12 42 342
g8-g75 11 0 006 217 006 42682668 28 48 553 40245
g8-g76 11 0 050 857 050 1e8 55 169 16436 2741993
g8-g77 11 0 108 1941 335 1e8 108 548 111927 40290600
g8-g78 11 0 002 367 002 7232 11 37 93 351
g8-g79 11 0 002 028 002 11 6 17 33 85
g8-g80 11 0 000 001 000 7 16 15 22 54
g8-g81 11 0 006 613 006 102 37 39 168 667
g8-g83 11 0 002 576 002 76 23 37 83 306
g8-g84 11 0 080 2230 080 1e8 187 284 23285 2769957
g8-g85 11 0 002 002 002 9 11 23 36 50
g8-g87 11 0 003 180 003 391 18 59 130 400
g8-g88 11 0 005 278 005 1322 21 63 139 421
g8-g89 11 0 001 001 001 15 11 25 40 64
g8-g90 11 0 002 1043 002 112 34 58 113 455
g8-g91 11 0 015 020 015 869 27 83 202 539
g8-g92 11 0 025 025 031 628 33 140 311 717
g8-g94 11 0 002 1070 002 54 38 83 150 337
g8-g95 11 0 012 012 013 117 47 173 290 673
g8-g96 11 0 015 015 024 155 47 225 471 432
g8-g97 11 0 015 018 015 51 47 496 526 550
g8-g98 11 0 069 098 069 1514 90 447 603 640
g8-g99 11 0 53 104 061 1751 53 447 603 494
g9-g100 11 0 004 004 006 36 35 74 114 157
g9-g101 11 0 007 007 009 41 42 97 184 430
g9-g102 11 0 007 007 012 52 73 107 243 834
g9-g103 11 0 021 2540 021 72 110 131 447 2364
g9-g104 11 1 130 6824 616 1e8 130 1095 1487 2607
g9-g105 11 1 224 887 467 1e8 224 1263 1510 2950
g9-g106 11 1 380 1242 604 935946 380 1911 3181 6579
g9-g107 11 1 248 1840 761 1e8 248 1489 4808 8365
g9-g108 11 1 290 26361 2492 1e8 290 2045 3227 5806
g9-g109 11 0 018 018 035 213 220 500 896 1835
g9-g110 11 0 046 11904 046 640 519 773 3591 23624
g9-g111 11 1 533 1299 628 1144643 533 2924 4624 8633
g9-g112 11 0 054 091 054 147578 534 3763 14057 26280
g9-g51 11 1 009 009 012 1e8 460 270 278 405
g9-g52 11 0 0 001 000 0 0 4 9 19
